transaction_amount,transaction_time,customer_age,customer_balance
17.58083585,81706,28,3282.755428
265.4950086,23696,41,7227.436417
165.088708,46890,24,3620.164644
100.3494191,50580,34,6074.689507
205.1519731,21636,25,5747.641378
162.7968941,32271,18,2805.664194
20.64954764,62887,61,2195.061695
223.0813405,83397,43,4713.656239
77.5099902,12585,43,7343.002189
164.7348291,19247,44,7549.653039
226.4242649,49655,49,4466.849877
38.27307164,37306,36,4185.609543
11.65921601,74403,43,7600.573381
25.86867461,70239,29,6945.859011
55.70576927,75137,33,2043.045178
170.3829727,20989,19,6091.740712
197.1344972,70602,37,5202.537083
0.697640918,14980,29,3353.477728
71.48761593,52029,33,5600.305062
54.02733209,29957,43,5522.566788
25.11673383,34579,38,5244.176025
12.76803915,75634,45,42.76853818
41.19085799,53369,29,3673.887349
286.3121123,5458,38,9099.839536
39.03838029,82846,28,5608.081649
73.14528058,56440,33,6813.872074
121.4086977,62814,31,5366.531349
45.1974499,25613,24,7550.212543
356.7798138,47733,30,6412.530829
328.2009865,48814,40,6071.863302
29.0061295,77515,25,0
68.76592785,85949,28,6829.911337
35.79304601,54157,47,4875.011016
33.52496764,9948,49,6536.791181
3.758447777,35513,43,7610.57245
94.0492071,63281,52,6608.521444
69.85196328,68944,48,4318.023165
5.285108738,12165,34,7027.029942
32.6625921,79253,54,6870.676967
238.8860951,6307,50,4744.484622
27.38605521,45961,34,7026.105947
15.6530861,79793,37,4094.952674
67.22721095,54504,28,7982.067827
424.4036983,70886,34,4622.444584
27.71448136,69805,19,6177.071252
111.515501,54463,29,7414.145685
143.3887626,6336,42,4513.281904
27.13331723,49401,24,4110.802109
130.2748928,35411,31,6093.305382
45.85227993,20307,40,5618.957932
100.0503748,48480,32,1790.898852
100.3837827,27696,46,6079.787693
76.738525,45339,46,4452.012912
9.462915881,12374,28,6175.32952
180.3644794,49712,30,3962.374417
38.68102937,66890,35,2130.604741
20.64321066,69627,28,5588.284331
4.162975979,42412,51,8064.675397
89.37784046,2491,30,5591.673049
113.1851734,36064,44,5263.424288
1.672694756,57111,20,6200.149129
71.76305845,4198,27,4837.740125
25.68241471,84958,24,4635.239313
103.6124342,2669,22,5137.239465
19.16042225,41856,29,6725.324489
117.4212528,61638,38,3260.714082
48.8958701,59826,50,7195.315297
276.0343818,69649,32,5840.972761
14.79444134,75928,35,2407.132497
41.7132434,1842,38,4725.252876
12.0444285,9246,27,4686.099199
258.6190397,10807,34,2231.000843
209.8333707,16137,55,4560.917121
29.83273701,67890,38,5554.143739
107.8762739,84249,55,6298.778499
169.9484073,43748,35,4130.95267
81.01323607,3725,28,8711.750765
75.42794102,23720,45,6940.822769
27.68770454,5168,47,4910.778457
9.772614047,61713,30,9784.283404
227.5123225,32642,38,4585.253946
230.6774428,55801,34,4939.807631
100.2669919,73643,21,5687.46854
41.40465098,55422,21,6124.462461
42.95676158,55162,32,4959.438847
129.446543,18479,46,4208.561712
227.4097349,43394,43,5598.50801
218.1132569,21738,25,4109.162213
151.3562192,7306,23,3451.754102
102.7310694,72872,26,4655.798783
8.78917262,42807,25,3609.014479
17.62942147,14710,26,3184.459518
228.82305,24750,18,4065.020569
93.2493947,34084,18,5818.748825
0.923960561,56324,18,6548.635411
10.69969014,4951,19,2569.538123
108.9162387,11176,46,4566.075245
0.507443705,5688,71,3868.559411
17.53158161,6931,55,3912.699794
79.56978461,32699,37,10653.08727
117.7315287,57850,27,6907.374027
105.5441482,53214,30,4195.794166
25.39498673,20374,36,4038.768895
124.5417289,53407,55,3441.479734
27.08237591,47726,25,1926.747657
39.36349089,13778,35,6510.25885
137.2357552,50353,35,3530.037843
104.8773814,15596,34,5740.2613
189.1956077,68195,18,0
107.1813288,61202,32,4642.553161
84.00443056,12034,21,5052.976402
9.835706145,82691,57,2843.791094
45.84163072,54801,40,5526.83067
30.81601479,34607,46,7272.43219
27.97002037,29498,26,7209.148078
361.2309406,32722,30,7555.150525
49.9387497,71301,55,6070.406754
222.6055211,48553,45,3570.827643
99.73343857,58064,39,7635.702794
158.3825253,19117,48,4224.546472
69.84353244,49733,54,3368.275356
86.01559026,79169,50,3166.235364
67.82934333,1915,45,9050.910825
21.72148953,2825,46,6004.912408
128.1761803,4505,31,7393.507897
32.95773684,19132,36,3177.449539
2.461648108,63309,41,3419.414384
103.6968786,24372,38,4943.570776
19.49335702,25489,40,1089.0627
282.1083147,29534,33,1687.674306
307.7562413,74950,18,6475.071518
246.3509885,12803,41,2249.457451
46.22873965,13199,36,5863.979633
1.557731537,68288,36,5044.617753
263.5523457,40609,57,7912.196996
55.89382771,6828,38,4688.372928
340.0842016,24175,26,2302.788493
331.3735476,51667,41,7523.435171
191.7387017,42332,35,3008.717419
34.87760682,18426,46,5089.449846
48.62919321,24168,29,4158.302082
190.4726652,24916,26,4986.921564
38.11462314,26676,29,6997.118604
18.57186163,53456,18,5963.508731
81.37369921,12641,30,4753.559135
275.1293471,17148,50,5541.081793
119.0825598,59506,27,1149.732759
84.41123364,43839,21,3217.713424
10.22281973,46432,29,3366.673542
95.45307155,8160,37,2822.918047
461.0569748,39331,27,5341.077746
15.09205866,54305,35,2386.022125
73.0495325,57368,37,3229.935594
209.8608638,30171,35,9580.334379
135.0034248,10446,34,5228.201198
119.4074425,79493,52,2775.35332
121.2287556,74332,36,5523.815356
44.54923423,70343,27,6972.580101
34.75620843,56608,42,4988.942778
165.7374507,20102,34,8954.694882
166.1328199,57671,35,4539.4631
201.7950047,82163,45,3441.231731
244.4615962,9121,48,7407.63758
71.60932369,48380,23,7653.771005
69.61843776,67898,52,5683.549845
160.0949932,53599,34,4796.956759
104.9719075,37220,34,5971.460674
121.0550649,2585,24,4323.348959
158.8619475,74765,42,4325.523762
220.7323476,2864,20,5567.728511
41.24824071,68033,40,3964.815152
47.09367887,82265,51,6029.506382
9.869603919,14747,31,3990.709451
86.34140266,64543,45,9401.045632
3.660410421,81892,35,4663.701425
62.66069482,23095,21,2955.281376
78.22945857,58993,36,4523.399363
33.76306603,38387,33,5361.817216
89.36325301,45980,43,6210.658322
3.09750621,72320,31,628.4724157
3.806349928,84863,39,4298.658427
172.935137,34441,24,0
44.65850242,75935,39,6218.8779
13.58890413,7081,35,3849.814854
73.86535883,86378,33,6595.681873
146.964794,75226,35,4500.213057
24.31180034,28721,32,3646.458914
97.52196187,43725,36,4037.937256
8.921102899,57660,33,7185.88225
5.306509591,459,25,6203.073336
75.79089406,24888,22,6990.172866
77.79104427,40096,30,2506.519315
101.4537448,44464,31,5671.952181
129.4960563,2936,18,8455.710495
372.3557009,18817,35,5544.945628
72.62911192,52769,57,6342.511564
39.00197141,19930,41,6538.001613
158.565398,14994,33,6431.750864
31.58514654,36694,26,4626.484791
57.79834313,1055,18,5895.787392
8.170516858,16042,43,3430.999525
2.567760954,74095,39,7654.571824
328.7379923,33258,22,5429.168966
180.7767642,34017,44,2997.146234
119.0642733,53298,43,8274.076125
52.58596445,24892,28,9325.133781
19.03065361,25385,32,5157.42596
17.01207416,54831,37,1979.780975
28.80059891,78040,40,5910.755777
79.67906483,33432,24,1286.502478
125.3849288,4713,40,1957.482916
107.939035,69918,35,6950.509552
32.84122614,1874,46,5423.8315
309.8103499,63141,42,4053.777235
133.9017405,34188,35,9141.717364
80.82304819,83211,44,4106.392953
94.6030472,81164,19,5059.166836
54.40378655,32506,31,8705.681158
28.46612923,83075,25,4855.277553
44.00141293,15059,29,4398.136976
141.8181848,69293,29,7064.064021
1.449807972,25371,22,2048.807751
12.33803922,53708,44,5687.457997
4.709437695,20806,42,6511.30328
4.158145192,69638,28,5415.292272
193.4203034,14807,18,7118.446682
121.6240612,3680,29,3509.45909
64.27845944,22735,34,8822.264517
10.29569184,10054,48,3534.243901
67.65179658,12483,29,6754.433899
64.14503321,36315,44,5429.607372
19.01947128,13270,29,6977.906116
56.88991313,54771,40,5388.49323
50.83366146,43599,43,1841.897172
95.67224329,27668,40,4389.975695
100.8114536,42027,25,3485.905563
4.636232402,13945,31,7593.144608
46.93840047,50219,40,3129.64688
98.31249948,65953,19,6383.730565
69.94394526,12080,42,4520.870334
194.1349453,17368,22,3273.552599
107.4974764,43090,21,7138.073478
17.78528688,46827,29,5690.092487
7.318243626,17048,28,4637.146273
102.8394147,71662,36,2584.833658
2.686907267,3346,37,3028.158078
88.13473778,25981,35,8915.963937
281.7255455,12058,25,7501.719163
85.67824456,79557,47,1784.787765
49.13006922,16655,35,6260.176101
103.0827158,4681,44,3442.739292
61.29559741,23649,18,5723.301523
78.88143606,42621,40,6900.817499
283.8127146,61278,29,3008.803435
48.79275274,15064,42,4443.707198
324.9091862,21610,52,5187.336052
235.7576184,76362,23,6378.372448
21.78962609,17874,43,2129.043958
7.18841553,78365,29,3152.434027
10.62253355,53022,18,7213.507414
1.838988785,29698,44,2375.636967
9.920501166,61247,53,4674.655142
114.8874873,80521,56,412.5317676
7.384962695,43275,38,6713.079861
38.41571883,79913,20,3909.545465
186.352604,12384,32,5474.69988
2.354700318,5026,33,4805.615915
168.4530506,47844,45,1072.932874
33.10834668,76863,34,5024.452649
12.57501198,15683,18,4601.370556
119.3155408,57762,41,2849.05419
99.13991764,50848,35,3187.045417
209.9415814,39318,44,5600.655146
132.8293579,7115,37,4475.392598
162.6995806,28431,41,4794.007409
33.13338623,1019,35,3761.624591
19.5333296,60021,37,3097.534467
138.8756396,58475,25,4512.548318
164.4209183,58779,38,7139.751956
465.700489,46320,33,5181.53138
53.20793542,81836,39,4529.015266
46.5243912,84076,23,5847.968593
149.7954503,37843,48,5652.864275
41.67336709,63391,37,3750.680455
267.0137924,1161,42,3633.511064
195.4839157,29815,35,3587.485481
56.03556094,66779,41,2245.484587
138.9784716,35743,18,6517.837193
140.4632987,48543,33,4406.745852
10.88375188,23210,27,8937.695754
232.8445681,62876,31,3958.756447
70.37074898,42894,45,6831.240399
175.1332558,62538,19,4395.337232
38.57354262,48503,42,4997.689234
225.8790515,51608,39,4370.545839
49.29884541,14306,47,4225.946541
1.089680662,52403,18,7396.724271
235.7907297,26798,40,5404.60566
9.572561055,59073,37,3950.754789
38.46536334,57145,34,1547.893954
299.6972383,81468,49,3962.215447
300.794954,75101,18,6553.62135
85.19972911,12185,36,4238.184789
99.92300804,77738,45,3625.252121
59.50146636,23571,18,5794.451807
34.70227787,78134,40,2016.359784
39.84863346,45596,38,10535.99028
111.632358,36706,18,8511.300576
139.5837874,21337,45,6776.822414
156.8195416,49620,26,6021.858926
155.8831032,14013,50,2225.729894
9.563694654,14623,40,1359.717387
68.20495966,53091,37,5353.578288
5.928170645,78741,45,7697.344174
79.74613157,26154,43,4789.789002
58.2555275,19167,18,3656.208124
218.6618664,38103,18,4388.066899
43.21916195,65373,33,3783.518675
12.45059776,59942,24,6729.509791
15.43076545,41992,51,3004.292926
143.3430547,5829,25,5796.848341
96.29056797,67391,35,4808.318126
10.66087122,23243,40,10365.54699
8.785552167,69522,59,3381.803132
120.7208472,64246,46,4912.787959
7.554608953,34160,28,7852.698588
172.5185854,22738,40,1922.785432
122.4999753,12851,41,7992.582541
8.484875058,76942,41,2997.200477
8.865386778,36414,25,3106.905315
431.5458562,42177,55,7162.405312
46.88375826,22670,22,4188.240818
46.30552605,51147,41,5899.238698
167.5575403,25398,26,5265.03687
294.2164538,13283,38,8041.806155
426.877394,1299,33,1872.834178
139.989923,34625,21,4651.490755
47.20209996,38261,18,4438.39857
8.71939937,9843,43,6368.355548
150.124254,3061,29,6322.943071
81.73604076,57706,36,4392.95086
55.20331253,36586,53,6184.081314
236.8237675,29434,41,7896.144413
11.7880208,52820,18,4563.861374
67.85051094,51979,22,5541.208493
1.141858943,1660,18,6047.007922
63.23543696,47869,26,6944.740302
5.795043107,3348,32,8507.635506
12.64909959,81133,60,4808.17476
12.5026232,83237,45,5943.073631
104.7568386,63281,38,5156.274056
137.0597718,14970,39,2272.215181
87.55537772,57655,39,6125.4107
327.4720209,6383,18,2731.228563
46.97965779,33239,20,4031.147339
33.64691574,43725,39,2759.40867
202.9502538,21106,35,4239.918122
25.30820677,53856,38,0
330.2870106,51743,51,5324.042395
1.222894436,22221,28,2568.516416
350.2526923,34128,31,3732.460244
4.411899862,29595,37,3718.526038
221.7721229,53396,18,4817.361122
75.01432503,36331,20,7385.755963
495.6828608,50273,48,5921.234597
7.666137595,64017,32,4886.932267
80.71096637,44251,30,5042.69735
348.3575221,82778,37,4219.805173
74.04439332,4659,18,3146.76522
99.26282904,40899,31,6619.702502
118.9901238,35009,29,6802.782152
60.61277557,32921,38,8579.910446
98.7674173,77627,18,3888.672857
87.78258618,58335,26,4596.561936
231.4232769,85078,30,2603.56314
4.651146174,34229,30,2765.529691
32.98427259,14588,45,7215.898409
300.3996006,55232,27,6524.09386
220.9675828,60749,65,6047.440102
60.8175262,30717,42,7636.353076
96.79330287,74335,30,7580.707213
32.48734199,61344,41,4299.853516
20.84041614,16255,42,3775.801881
62.30585988,69274,31,5721.221399
43.59535346,75854,46,3875.489412
87.6243706,76578,25,3139.876319
8.092228443,28156,40,2393.764324
366.4960123,81940,33,6410.836987
428.3865576,45915,37,3462.694228
119.7863882,66355,37,5894.980289
76.80784344,62138,35,4849.178922
37.03793016,24486,54,8961.444401
168.0907167,2588,29,5725.105383
115.4329584,67370,27,2451.801353
17.74736541,30954,34,4584.204163
241.8301092,65367,48,5819.550696
172.8994511,65647,35,3895.539747
299.1738525,10854,34,6051.255233
129.3604004,32757,29,4303.115192
95.04040196,75115,30,5285.31672
54.17025066,20584,45,6208.061656
269.9018362,77810,34,5529.830927
201.039238,8750,37,3047.28447
4.627293865,75225,28,2069.137002
2.672081687,39530,42,9594.890668
47.23477616,10603,47,1677.648786
166.3647723,68526,25,6574.058469
436.4275468,6105,25,5192.863943
16.30095099,68780,26,3462.050814
90.17241302,24496,45,4821.476865
47.94736998,1904,25,9164.259552
350.3708554,9855,31,7900.14725
184.5913207,19535,25,2767.898034
182.2190046,59150,51,6105.249541
63.24155711,59865,29,5066.294835
53.58349363,11200,51,4610.945835
31.93888922,58970,34,2541.74974
5.802696384,54892,30,9108.095054
200.042614,85169,42,8579.955484
167.6117439,59390,34,3298.756461
817.2445598,22926,49,7738.806094
569.4873401,13932,32,7026.944112
81.06515926,64177,30,4715.93865
146.528309,6394,30,7504.372188
289.6171683,60589,47,4624.423122
189.4772015,19806,37,5576.732274
28.41524446,81178,27,2191.473664
59.88268274,9468,20,2671.866969
13.82963443,15123,37,6357.001467
308.0223786,40,25,6743.244439
93.18477026,52405,18,4048.84554
25.96037254,69131,45,7388.84801
111.3829539,56066,22,1651.622472
96.26704347,40813,18,3077.912388
44.34204623,16482,33,7703.087981
12.05391214,61431,32,6036.092298
111.3441284,76930,26,4122.234268
73.46104242,51319,37,5769.259889
147.9807081,72288,32,6463.640485
73.43098604,16072,56,8077.269743
191.1770111,82909,33,2653.213939
80.2754119,28287,22,6690.610851
82.3114581,18583,38,5674.932773
209.2758643,51668,38,7314.333224
51.6647314,48198,31,3397.343123
14.38879554,58118,18,4967.855562
2.920502143,85429,50,5612.732471
140.7057453,51577,22,2229.550296
96.83989671,81899,43,4112.246647
121.7665348,38731,47,7383.945976
23.94814935,76220,31,4069.640682
14.66125512,79496,43,5445.118681
1.465147627,82764,44,1533.306551
43.16872615,6394,24,6719.746262
89.13973757,20665,49,873.8895766
49.79818676,48435,38,3932.528044
57.53195628,31621,18,6367.694261
234.5061523,14550,36,7723.624119
42.81026144,77817,29,2603.564742
72.15250281,13973,39,3878.607686
153.0871738,42064,28,6177.929424
50.50801313,27126,28,898.3409142
97.30904754,55775,24,5923.887083
198.3140644,44515,37,3056.51967
298.6190415,53412,40,5922.078981
15.90818793,24730,34,6950.322216
261.1662763,7011,32,7237.861046
67.7502781,55061,35,5845.403361
29.87354544,65030,45,5066.584534
61.45869674,348,24,6644.222462
391.3653098,492,21,3302.979589
67.84912927,6662,22,3737.238721
39.86160321,3594,18,6171.607042
100.3486274,12137,24,5160.271592
27.46284677,40585,46,9174.02337
7.889530498,55905,18,6880.592847
13.79752197,18834,32,2878.118748
13.70184241,31790,41,3323.843507
16.47599016,74019,35,4607.887755
14.94600661,9234,43,8270.205996
102.4084051,53369,29,5398.816051
20.0746357,16408,30,3150.362821
42.41393158,46625,31,6155.218809
227.0974125,17795,40,5340.957011
64.23811416,66565,62,8828.692176
110.1289084,38905,34,3856.00622
18.91285171,21348,32,4285.684839
21.3550981,16849,25,886.8470284
4.172721272,46857,52,2147.977251
18.50473441,45066,31,2943.918571
32.65481186,4371,28,2227.073526
19.48118175,61712,32,6375.973781
9.288590786,3141,53,4556.237834
12.85562135,20094,29,6606.041029
61.76293434,12146,34,3595.409141
23.10922063,34515,18,4887.863722
45.29811155,47217,44,1253.361298
70.00051847,6809,32,3349.383715
117.2457434,25065,44,6020.436597
4.01057301,21814,41,0
160.6494244,35675,36,3813.545348
98.85936904,54892,30,5212.354505
8.529543038,1087,35,5391.342225
206.8134698,15784,21,5512.047456
253.6693546,59250,37,5546.286765
6.302282756,56760,40,6757.721533
32.41768431,45598,35,5614.41229
164.0935183,31477,35,8181.189079
137.935724,30104,28,4210.944392
20.39796321,66508,33,7511.823996
23.48990312,52119,24,4841.833579
46.278511,85759,29,6827.585985
66.26625647,45453,55,6169.657441
96.30018341,1294,35,4274.181836
46.0312563,66999,39,3980.169123
62.08911092,17805,34,5613.350585
137.622894,28477,35,8411.21925
3.737295232,62131,36,5643.349809
29.09366219,44264,32,6770.832948
124.9491875,34691,40,8220.082235
225.5766754,42271,27,6153.223151
71.67791122,20794,20,5446.319323
75.95295024,18276,36,5641.32273
11.33613385,69425,46,2325.142403
59.31432461,17620,28,2948.351912
76.06067991,68832,42,6732.32915
27.76928033,53061,41,4137.637624
31.36746119,21738,50,4561.963251
47.36649848,50396,53,4537.982071
2.027536075,29219,40,5440.306675
38.87247613,67266,33,3759.163626
23.75569356,41509,18,4638.014601
39.67492302,57975,44,8617.663689
12.75631033,17535,46,3479.725799
221.20799,48014,32,5990.593981
90.03988139,83267,38,5765.47399
113.6632958,66020,24,3300.85199
155.6709032,25740,29,6551.84339
69.00364218,1255,21,4075.795277
9.093209452,76045,37,4137.202203
77.02583633,13189,31,5212.869164
88.39230579,8073,47,6689.198341
136.8216649,26097,37,9481.08164
56.50346494,7981,38,5142.763802
13.64846667,28985,35,7539.038008
33.37621803,73052,50,7763.823235
45.11148255,75765,49,7590.009928
103.8224612,58291,33,6017.216748
84.57817212,5444,37,4634.03197
44.02067597,64242,49,5472.363607
430.6195772,77651,23,5166.248414
93.08330085,24971,38,6498.379796
27.07945288,39609,31,6140.335729
10.73430046,37742,49,4792.17429
16.58882926,46863,40,7010.785128
28.23068494,13344,18,3648.34455
17.5164875,82667,30,2421.718497
20.64917455,37828,49,6827.306912
33.56058482,72862,43,5828.086083
19.04024337,1991,24,6130.013836
227.0751449,85384,25,3618.029804
8.363571259,67844,35,4275.080353
74.34123501,57609,34,6389.911234
52.83055565,52231,32,5217.268088
403.8642166,70849,30,7864.740494
11.88273457,909,29,6326.782496
50.72579937,48896,57,7307.151746
348.9059664,52830,31,7924.80652
200.6244062,31669,28,8180.459424
169.8663034,49796,40,6527.479534
29.82750835,394,33,7310.021263
18.73995328,25488,25,7699.57994
110.4559599,51356,32,4615.315925
265.0385095,53828,34,5845.788691
81.36504219,17556,39,2701.35227
84.77275615,21831,38,4442.30372
32.84750308,68925,24,4821.536038
146.7473758,6310,41,7151.091396
20.70779821,79510,43,3475.987972
39.10878131,69245,24,4113.26474
55.41445501,34487,27,4228.70366
70.84849626,68870,33,9158.503187
27.76125836,71261,37,5565.169771
12.19832721,50460,37,5108.264773
94.31996574,33048,34,1618.262717
34.05633684,67010,20,2960.153754
87.04530683,39979,45,4682.718205
16.76647528,24079,25,3229.353469
65.6121378,17060,48,6510.361543
76.05472481,1593,46,4966.686173
5.321465146,66949,23,2828.02651
41.03836014,24801,38,2690.82597
14.43493268,82704,48,4469.049032
6.547225877,71788,40,2145.674632
460.1201311,17685,18,5849.681238
38.91300225,64273,34,3256.046915
166.0070614,66899,43,5021.724792
29.38888343,5755,51,5793.066314
114.4141351,54996,33,7788.83463
142.8066223,69937,18,3259.103604
90.54465942,35617,56,6073.203454
63.7856644,53709,33,5117.771274
53.07578135,36256,49,3523.703213
42.90433017,59190,32,2496.009095
265.2556048,67528,40,5965.409863
177.5607071,15168,28,6509.657408
335.3176389,13438,28,2379.844944
13.27285418,64280,53,2354.890159
131.2551363,73337,44,3749.291746
278.6127265,71640,34,2247.236378
19.99558097,14936,44,6611.21652
6.881031747,41661,28,9298.358243
135.1393153,64024,35,3304.580237
85.44271442,64971,36,0
184.4077141,46242,27,4967.045374
15.05582464,13641,26,4825.003184
158.6050111,26080,18,9211.862734
22.51797731,65042,25,3957.452735
17.8715199,23676,53,6233.939286
17.94446566,50056,18,4049.561313
168.5103283,36485,34,4403.19452
109.4213639,15474,36,3954.117563
74.03759563,67535,32,5484.816531
44.44614017,53659,43,4521.542467
209.7202667,53172,32,7357.270802
49.83127497,15808,44,6973.545145
169.6082663,56933,40,1555.432723
57.82748811,27606,21,6973.119758
47.31195658,77084,46,2111.365163
62.11610599,9183,31,5619.042056
35.86452754,59708,18,5204.053805
137.6777313,9853,39,3669.661842
69.86028157,42056,32,6941.261242
26.4242531,7763,51,7250.358549
229.833985,83953,45,1262.995155
48.43317424,47238,25,2619.829659
78.42823822,75932,44,1869.290855
236.9495609,71606,28,2816.958938
97.87993039,80688,18,3014.024819
12.43146159,18628,28,4444.148806
281.0616684,82928,21,6000.191969
98.80769289,85213,34,6761.569579
40.78263156,7091,54,2928.63696
14.99768206,5424,35,6395.901454
158.0001396,31309,39,8770.81055
96.77755076,75857,24,7160.862757
76.2413858,73423,29,6251.299651
224.3303331,65502,40,6288.543251
155.3990014,51734,34,5303.216735
16.44913201,18652,27,5443.093506
37.35625514,39297,45,6453.585848
28.56696185,837,36,1934.51795
136.2368062,62010,55,2984.271572
3.410753986,79159,41,3751.169832
84.37135564,59743,23,4543.578118
143.7413716,62426,36,2817.881851
209.3667344,12526,22,7979.430843
41.86745935,63935,55,6972.241242
172.1807964,75933,25,10481.78161
11.72438851,57858,46,4147.936647
187.3743957,41928,44,3947.057863
13.63796305,59727,28,3895.643459
50.63146312,43033,38,6732.568598
159.6005363,25309,37,8299.219062
16.24217899,35599,43,2561.683261
26.03930224,17586,36,3985.201863
128.1043098,47950,28,1833.111554
127.3096172,46955,40,5805.3041
102.4844209,42569,40,3610.39947
118.4001709,14360,25,2584.538386
78.24691012,61335,18,2117.687756
29.00836993,41283,40,3313.992383
42.41831938,17874,38,5080.407334
20.04012745,76340,39,7148.713216
239.0876139,14974,48,3484.261159
87.56090546,84126,43,5579.171762
51.22456595,40532,47,3583.193213
61.99075063,39283,42,2141.994124
294.2823737,54618,36,8150.076615
16.64695501,15006,22,8719.837188
88.24446091,72481,50,9446.35898
70.49944408,15647,32,3081.696057
94.5344318,77806,28,4965.132965
1.827618041,35971,41,3031.588256
205.6693523,64828,18,2626.46465
268.9988537,51120,27,6705.236181
83.27154639,71889,28,4206.954725
119.2870741,21146,28,4334.996832
255.7469358,79630,54,6548.822571
122.8397453,4164,34,4060.471271
16.55105091,2563,28,2103.680693
85.87021499,65906,34,8117.538819
93.3220857,10112,43,5785.28048
55.18745039,17899,18,7254.330123
133.3490304,20084,36,2695.747791
272.3676886,64118,30,6700.066422
259.7876213,39386,37,5650.866418
59.93642963,45423,23,4288.191068
12.01787046,60696,33,8058.048064
418.9173989,8227,33,4863.260041
182.5718111,14083,22,4697.055133
13.31459597,18047,53,5355.26213
253.6307941,67638,39,4024.043988
203.9423931,8108,44,4150.797299
73.1551386,68036,31,3886.065656
89.47137868,22936,37,4330.074319
50.91648434,34057,22,4345.351645
5.631814924,71953,28,6087.381172
40.82648863,49443,26,3487.745677
162.3807911,69479,37,4793.031387
0.464278407,45049,52,3314.784548
40.57138966,70111,44,8989.220954
50.77780949,84787,53,8080.5569
